pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         4300057 function calls (4170202 primitive calls) in 6.013 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      6/3    0.000    0.000    0.000    0.000 text_format.py:789(_MergeMessageField)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
      530    0.000    0.000    0.000    0.000 callbacks.py:410(on_predict_begin)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
       24    0.000    0.000    0.000    0.000 tensor_shape.py:1043(is_compatible_with)
        1    0.000    0.000    0.000    0.000 pooling.py:319(__init__)
       74    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendInt32ArrayToTensorProto}
       23    0.000    0.000    0.000    0.000 ops.py:2821(__call__)
       86    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
       55    0.000    0.000    0.000    0.000 deprecation.py:336(deprecated_args)
       20    0.000    0.000    0.000    0.000 training.py:3150(feed_output_shape)
       44    0.000    0.000    0.000    0.000 tf_utils.py:305(<genexpr>)
        1    0.000    0.000    0.000    0.000 device_attributes_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 gen_ragged_math_ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 op_def_pb2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 function_deserialization.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:221(__init__)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
       11    0.000    0.000    0.000    0.000 selections.py:250(__getitem__)
        1    0.000    0.000    0.000    0.000 gce_cluster_resolver.py:15(<module>)
        3    0.000    0.000    0.000    0.000 function.py:974(from_function_and_signature)
        1    0.000    0.000    0.000    0.000 gen_control_flow_ops.py:967(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 builder_impl.py:426(SavedModelBuilder)
     1535    0.000    0.000    0.000    0.000 training.py:384(<listcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_array_grad.py:15(<module>)
      316    0.000    0.000    0.000    0.000 errors_impl.py:111(__str__)
      495    0.000    0.000    0.000    0.000 {method 'FindMessageTypeByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        1    0.000    0.000    0.000    0.000 image.py:1273(BboxImage)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:15(<module>)
      191    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       60    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
      725    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 layout_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 spectral_ops.py:15(<module>)
      530    0.000    0.000    0.000    0.000 training_utils.py:176(finalize)
        1    0.000    0.000    0.000    0.000 socks.py:23(<module>)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
       19    0.000    0.000    0.000    0.000 tensor_shape.py:791(__str__)
        5    0.000    0.000    0.000    0.000 __init__.py:1516(handle)
        1    0.000    0.000    0.000    0.000 gen_stateful_random_ops.py:752(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 training_arrays.py:16(<module>)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
      195    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
      181    0.000    0.000    0.000    0.000 os.py:752(encode)
        1    0.000    0.000    0.000    0.000 gen_decode_proto_ops.py:5(<module>)
      160    0.000    0.000    0.000    0.000 ops.py:5070(prevent_feeding)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2812(__init__)
      362    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
        1    0.000    0.000    0.000    0.000 sequence_feature_column.py:18(<module>)
        1    0.000    0.000    0.000    0.000 training_distributed.py:16(<module>)
      550    0.000    0.000    0.000    0.000 training.py:2902(_maybe_load_initial_epoch_from_ckpt)
        4    0.000    0.000    0.000    0.000 training.py:2125(_handle_metrics)
        1    0.000    0.000    0.000    0.000 encoder.py:65(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 gen_functional_ops.py:1100(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 cost_graph_pb2.py:5(<module>)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 op_util.py:12(<module>)
   159/72    0.000    0.000    0.000    0.000 tensor_util.py:317(_FilterNotTensor)
       12    0.000    0.000    0.000    0.000 module.py:114(__init__)
        1    0.000    0.000    0.000    0.000 kubernetes_cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gen_summary_ops.py:897(_InitOpDefLibrary)
        2    0.000    0.000    0.000    0.000 pkgutil.py:503(extend_path)
        1    0.000    0.000    0.000    0.000 cpp_shape_inference_pb2.py:5(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:685(gen_candidates)
     1128    0.000    0.000    0.000    0.000 op_def_library.py:264(_MaybeColocateWith)
        1    0.000    0.000    0.000    0.000 code.py:3(<module>)
       22    0.000    0.000    0.000    0.000 tf_utils.py:311(is_symbolic_tensor)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:27(<module>)
        1    0.000    0.000    0.000    0.000 vds.py:12(<module>)
       99    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 GObject.py:506(Object)
       26    0.000    0.000    0.000    0.000 tf_should_use.py:110(_get_wrapper)
        1    0.000    0.000    0.000    0.000 cholesky_registrations.py:15(<module>)
       42    0.000    0.000    0.000    0.000 backend.py:711(name_scope)
       66    0.000    0.000    0.000    0.000 __init__.py:1890(has_metadata)
       19    0.000    0.000    0.000    0.000 pathlib.py:1007(__new__)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
       19    0.000    0.000    0.000    0.000 ops.py:2248(_tf_input)
        1    0.000    0.000    0.000    0.000 files.py:448(flush)
        1    0.000    0.000    0.000    0.000 graph_debug_info_pb2.py:5(<module>)
      169    0.000    0.000    0.000    0.000 ops.py:4644(__init__)
      128    0.000    0.000    0.000    0.000 tf_export.py:158(get_v1_names)
       69    0.000    0.000    0.000    0.000 types.py:57(_setup_class_methods)
      124    0.000    0.000    0.000    0.000 control_flow_util.py:200(GetContainingXLAContext)
       41    0.000    0.000    0.000    0.000 gradients_util.py:908(<listcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:1570(callHandlers)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4226(streamline)
        3    0.000    0.000    0.000    0.000 deprecation.py:555(deprecated_wrapper)
        1    0.000    0.000    0.000    0.000 kullback_leibler.py:15(<module>)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:16(<module>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:43(<module>)
      868    0.000    0.000    0.000    0.000 six.py:184(find_module)
      126    0.000    0.000    0.000    0.000 colors.py:655(__init__)
       16    0.000    0.000    0.000    0.000 distribution.py:110(_update_docstring)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3762(streamline)
        4    0.000    0.000    0.000    0.000 tokenize.py:443(open)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
      152    0.000    0.000    0.000    0.000 ops.py:2140(device)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ast3.py:1(<module>)
     1951    0.000    0.000    0.000    0.000 ops.py:2114(_get_control_flow_context)
      530    0.000    0.000    0.000    0.000 callbacks.py:420(on_predict_end)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:620(FileChooserDialog)
        1    0.000    0.000    0.000    0.000 gen_random_ops.py:1052(_InitOpDefLibrary)
      257    0.000    0.000    0.000    0.000 dispatch.py:167(add_dispatch_list)
        7    0.000    0.000    0.000    0.000 module_util.py:23(get_parent_dir)
       31    0.000    0.000    0.000    0.000 cm.py:48(revcmap)
        1    0.000    0.000    0.000    0.000 gen_user_ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 inverse_registrations.py:15(<module>)
       60    0.000    0.000    0.000    0.000 training_utils.py:456(set_of_lengths)
        1    0.000    0.000    0.000    0.000 linalg_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gen_logging_ops.py:1068(_InitOpDefLibrary)
     1777    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1269(<lambda>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:15(<module>)
        1    0.000    0.000    0.000    0.000 vgg16.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
      990    0.000    0.000    0.000    0.000 traceable_stack.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       40    0.000    0.000    0.000    0.000 __init__.py:497(cast)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.000    0.000 critical_section_ops.py:15(<module>)
       78    0.000    0.000    0.000    0.000 text_format.py:1068(_SkipWhitespace)
       90    0.000    0.000    0.000    0.000 execute.py:112(make_str)
        1    0.000    0.000    0.000    0.000 tape.py:15(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
      136    0.000    0.000    0.000    0.000 tf_export.py:136(get_canonical_name)
     1449    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       19    0.000    0.000    0.000    0.000 ops.py:6327(add_to_collections)
       81    0.000    0.000    0.000    0.000 training.py:3141(has_feedable_training_target)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5081(__init__)
       23    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       20    0.000    0.000    0.000    0.000 _flag.py:81(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:881(handle)
        1    0.000    0.000    0.000    0.000 encoder.py:18(<module>)
      589    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
      185    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 surfarray.py:61(<module>)
        1    0.000    0.000    0.000    0.000 trackable_object_graph_pb2.py:5(<module>)
       22    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
        1    0.000    0.000    0.000    0.000 string_repr.py:18(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3323(parseImpl)
        1    0.000    0.000    0.000    0.000 trackable_object_graph_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
      299    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      400    0.000    0.000    0.000    0.000 tensor_shape.py:805(rank)
        1    0.000    0.000    0.000    0.000 cifar10.py:16(<module>)
       11    0.000    0.000    0.000    0.000 network.py:1514(_validate_graph_inputs_and_outputs)
        5    0.000    0.000    0.000    0.000 GObject.py:496(_signalmethod)
        1    0.000    0.000    0.000    0.000 tpu_embedding_output_layout_pb2.py:5(<module>)
     1223    0.000    0.000    0.000    0.000 tf_inspect.py:122(<genexpr>)
      723    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
        2    0.000    0.000    0.000    0.000 rcsetup.py:77(<listcomp>)
       20    0.000    0.000    0.000    0.000 training.py:2851(_feed_output_names)
      710    0.000    0.000    0.000    0.000 tf_logging.py:81(get_logger)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 gen_manip_ops.py:5(<module>)
  239/176    0.000    0.000    0.000    0.000 tensor_util.py:218(_GetDenseDimensions)
       60    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      481    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        2    0.000    0.000    0.000    0.000 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datatype.py:12(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2278(__or__)
        1    0.000    0.000    0.000    0.000 variables.py:1022(_OverloadAllOperators)
        5    0.000    0.000    0.000    0.000 __init__.py:1476(makeRecord)
       19    0.000    0.000    0.000    0.000 pathlib.py:660(_from_parts)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2201(__mul__)
        1    0.000    0.000    0.000    0.000 test_util.py:1651(TensorFlowTestCase)
       10    0.000    0.000    0.000    0.000 distribute_lib.py:199(__enter__)
        1    0.000    0.000    0.000    0.000 reduce_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 stateless_random_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
       32    0.000    0.000    0.000    0.000 rcsetup.py:876(<genexpr>)
        1    0.000    0.000    0.000    0.000 scanner.py:5(_import_c_make_scanner)
       31    0.000    0.000    0.000    0.000 base.py:85(is_empty_dataspace)
        2    0.000    0.000    0.000    0.000 flags.py:16(<module>)
      142    0.000    0.000    0.000    0.000 ops.py:3468(_is_function)
       23    0.000    0.000    0.000    0.000 pathlib.py:640(_parse_args)
        2    0.000    0.000    0.000    0.000 config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
